['GVVVIVLAV', '1.251\r\n']
['FDSDGVLLG', '1.052\r\n']
['LSFGSAYIE', '1.052\r\n']
['KFYGDSFVA', '1.052\r\n']
['IFLINSGVN', '1.052\r\n']
['SDKAALGLY', '1.052\r\n']
['FDAIVSNPP', '1.052\r\n']
['GFYFVSNAS', '1.052\r\n']
['VSGEGVQQA', '1.052\r\n']
['LHSAFGSTI', '1.052\r\n']
['ARAGLLNLA', '1.052\r\n']
['AHFAGPVKW', '1.052\r\n']
['YYIHYANSR', '1.052\r\n']
['VVNWASGKI', '1.052\r\n']
['AAARKVAIG', '1.052\r\n']
['QNHEIIGVI', '1.051\r\n']
['MHYIRIALG', '1.051\r\n']
['NLGGPIIAL', '1.051\r\n']
['LSFCIAEEN', '1.051\r\n']
['LSFCIAEEN', '1.051\r\n']
['YELERVGIP', '1.051\r\n']
['GRFDVIVAN', '1.051\r\n']
['IMREFAPVI', '1.051\r\n']
['STVIATHTS', '1.051\r\n']
['KNPAPIFAL', '1.051\r\n']
['AGLNIIAPP', '1.051\r\n']
['NAAVGLWNV', '1.051\r\n']
['IVQTIGGFS', '1.051\r\n']
['GFFAITLGI', '1.051\r\n']
['DLFAGTGIV', '1.051\r\n']
['TRSATIAFV', '1.051\r\n']
['LLRARINAY', '1.051\r\n']
['GLLIGAGGL', '1.051\r\n']
['AYFTNPFII', '1.051\r\n']
['MGVAIGYGL', '1.051\r\n']
['KRALIVAGD', '1.051\r\n']
['IDVLTITAN', '1.051\r\n']
['DYTFNVGVS', '1.051\r\n']
['ISEILGALE', '1.051\r\n']
['KKIDGVRVA', '1.051\r\n']
['ERLAPVITT', '1.051\r\n']
['IIKGEAFLF', '1.051\r\n']
['TLEADAVAS', '1.051\r\n']
['TRFGISIVS', '1.051\r\n']
['LGINYIGPI', '1.051\r\n']
['DQFGLAEPV', '1.051\r\n']
['LGGALILGR', '1.051\r\n']
['TTALDVTIQ', '1.051\r\n']
['INHFLGGLF', '1.051\r\n']
['DDFAVVNGI', '1.051\r\n']
['KSGDLAAIL', '1.051\r\n']
['GFFALFNYA', '1.051\r\n']
['GFFALFNYA', '1.051\r\n']
['FFIAGAYGF', '1.051\r\n']
['YAKENVVEA', '1.051\r\n']
['FPKGIGAYL', '1.051\r\n']
['THTTIASIL', '1.051\r\n']
['ICGAFSEEI', '1.051\r\n']
['KDGYLIANV', '1.051\r\n']
['SSFDTLGAV', '1.051\r\n']
['FNMGFLVAH', '1.051\r\n']
['LCLGGDGTI', '1.051\r\n']
['SHRAYADAL', '1.051\r\n']
['TFFYLGNII', '1.051\r\n']
['NKLLGANIV', '1.051\r\n']
['ASAGPGAVA', '1.051\r\n']
['SQFGPISIF', '1.051\r\n']
['YSRQRVIAK', '1.051\r\n']
['LTITHISTA', '1.051\r\n']
['GKDYDAAVL', '1.051\r\n']
['GEFGVLYGH', '1.051\r\n']
['LYAGDADLA', '1.051\r\n']
['YSLGGGYVG', '1.051\r\n']
['AAVIGGYMA', '1.051\r\n']
['QNGVLAGYP', '1.051\r\n']
['FKWLQAFGL', '1.051\r\n']
['LKANPVPIN', '1.051\r\n']
['VLGEFSAYN', '1.051\r\n']
['FKEISVAAT', '1.051\r\n']
['KAATLANVQ', '1.051\r\n']
['AIALRGDLA', '1.051\r\n']
['GAGAPTYAV', '1.051\r\n']
['AYGVEQGVE', '1.051\r\n']
['YHETIMVAS', '1.051\r\n']
['TSTTLTLAL', '1.051\r\n']
['YYGIQTLRA', '1.051\r\n']
['GQIHLGNYL', '1.051\r\n']
['KAALKIIEA', '1.051\r\n']
['LENLQAFIS', '1.051\r\n']
['ESLGCANIA', '1.051\r\n']
['FAGITSTVA', '1.051\r\n']
['PHLAILGMG', '1.051\r\n']
['FNFLGTPLI', '1.051\r\n']
['VGFEQGGLL', '1.051\r\n']
['KEATGYGCV', '1.051\r\n']
['YANGHLHLG', '1.051\r\n']
['LLGGYLDAG', '1.051\r\n']
['GMLLSVWTA', '1.051\r\n']
['GLVVSINEN', '1.051\r\n']
['YDSGAIQAL', '1.051\r\n']
['FVTAIMGTL', '1.051\r\n']
['IMLYLGAHN', '1.051\r\n']
['LGKGAISII', '1.051\r\n']
['AKKSIAIAF', '1.051\r\n']
['HVWDGAQLS', '1.051\r\n']
['FLTDYANLF', '1.051\r\n']
['LGHARSAIA', '1.051\r\n']
['FRFAFLYKT', '1.051\r\n']
['IVGFDSATH', '1.051\r\n']
['RMKVLAGVG', '1.051\r\n']
['YRSAAVLNG', '1.051\r\n']
['VSFSGINTL', '1.051\r\n']
['DYPILAPMS', '1.051\r\n']
['LRLGRIKGV', '1.051\r\n']
['SAYNIASAI', '1.051\r\n']
['IEIHTPSIA', '1.051\r\n']
['SEFLLANPH', '1.051\r\n']
['SGVGKEVFA', '1.051\r\n']
['LGGVLGGQA', '1.051\r\n']
['GLSAGLYAT', '1.051\r\n']
['DSGYYNYAV', '1.051\r\n']
['PTYGYSIRL', '1.051\r\n']
['TNPILLAKA', '1.051\r\n']
['NVSGFASVD', '1.051\r\n']
['ARYLIGLKT', '1.051\r\n']
['NLCFGIMSA', '1.051\r\n']
['ALGVKGIAD', '1.051\r\n']
['IIGLPGNPL', '1.051\r\n']
['IYGGYVQAN', '1.051\r\n']
['LYSTYAPNP', '1.051\r\n']
['SLPWFATIS', '1.05\r\n']
['FKDIFTGIV', '1.05\r\n']
['PWLAIIEGI', '1.05\r\n']
['GTAAIVEFP', '1.05\r\n']
['SYFLWAELG', '1.05\r\n']
['IGIGAIGII', '1.05\r\n']
['FGGIFLFLN', '1.05\r\n']
['WFIILIGGS', '1.05\r\n']
['EKIGFVAFS', '1.05\r\n']
['PLYGIAIDD', '1.05\r\n']
['NRVALEEIL', '1.05\r\n']
['PIGEVAEVM', '1.05\r\n']
['RHGGEVVFS', '1.05\r\n']
['LRGGIVHAR', '1.05\r\n']
['IDLYGIAIN', '1.05\r\n']
['GANHLIIPS', '1.05\r\n']
['DLIARILNA', '1.05\r\n']
['SAAATIGLA', '1.05\r\n']
['IRETFPAVA', '1.05\r\n']
['AKDALIPIT', '1.05\r\n']
['FTPTIISIS', '1.05\r\n']
['LSAGPIRTL', '1.05\r\n']
['FGCGTAIAS', '1.05\r\n']
['AYLDIDGAI', '1.05\r\n']
['SKAAFALTP', '1.05\r\n']
['YFFEAPGHI', '1.05\r\n']
['YVGLGIDRQ', '1.05\r\n']
['MAGINAVLA', '1.05\r\n']
['YTINPAIAH', '1.05\r\n']
['IALLRARIN', '1.05\r\n']
['YRTGIYYVN', '1.05\r\n']
['AGYELARAL', '1.05\r\n']
['SILTEALRF', '1.05\r\n']
['MKGALVAIT', '1.05\r\n']
['GHNLIIASA', '1.05\r\n']
['KIANDVAIA', '1.05\r\n']
['HYNTGLIYA', '1.05\r\n']
['IHVENTGLI', '1.05\r\n']
['QGNGLVGIL', '1.05\r\n']
['EDNHFAPLV', '1.05\r\n']
['WANEVAQIL', '1.05\r\n']
['WLFIGSGII', '1.05\r\n']
['HRSAPLIIN', '1.05\r\n']
['FTYGVGTDV', '1.05\r\n']
['VTYGVGTDF', '1.05\r\n']
['IEIVAINST', '1.05\r\n']
['VGGAVGGPA', '1.05\r\n']
['VKQAFIGKS', '1.05\r\n']
['TCKTGVAFG', '1.05\r\n']
['FKQINGYAV', '1.05\r\n']
['FKQINGYAV', '1.05\r\n']
['YLKERGVLG', '1.05\r\n']
['SCATYTTAS', '1.05\r\n']
['AKLELDAYS', '1.05\r\n']
['DLEPLGAEV', '1.05\r\n']
['TSIVESGIH', '1.05\r\n']
['YIGYVGAGT', '1.05\r\n']
['QKALIISDS', '1.05\r\n']
['QEGYIILKA', '1.05\r\n']
['PKSGLITLS', '1.05\r\n']
['QIADPLGIS', '1.05\r\n']
['TKYTPVAGI', '1.05\r\n']
['FCPTGGISA', '1.05\r\n']
['GRNLVVGGY', '1.05\r\n']
['ALGNRIQVA', '1.05\r\n']
['SSGGLRHPV', '1.05\r\n']
['EADGFVVKS', '1.05\r\n']
['KEAALIASA', '1.05\r\n']
['SRTGVSIEV', '1.05\r\n']
['SAGVDAYLN', '1.05\r\n']
['MIGTLGALL', '1.05\r\n']
['GANGLVRLH', '1.05\r\n']
['QVGDIAKIS', '1.05\r\n']
['AQEILGAKL', '1.05\r\n']
['GAEACGDAV', '1.05\r\n']
['FKGRLLHAQ', '1.05\r\n']
['ADQLRVGAA', '1.05\r\n']
['TGLYLANIS', '1.05\r\n']
['VDGFYAQAK', '1.05\r\n']
['AEYGGAPLL', '1.05\r\n']
['QDALDAALQ', '1.05\r\n']
['EQKLLIGAA', '1.05\r\n']
['EQKLLIGAA', '1.05\r\n']
['SIVAESGEL', '1.05\r\n']
['IYGARISLT', '1.05\r\n']
['QYDVLPGAN', '1.05\r\n']
['SYTYLAGDI', '1.05\r\n']
['GEICVNGAA', '1.05\r\n']
['HPFPGPGLA', '1.05\r\n']
['WRFHRSIPV', '1.05\r\n']
['IGSDLIIKA', '1.05\r\n']
['NFLGTFSVA', '1.05\r\n']
['SLLEGAKIA', '1.05\r\n']
['FLVKEGITS', '1.05\r\n']
['SLGMIGAVS', '1.05\r\n']
['VPGLQIRNA', '1.05\r\n']
['TIGALLGLM', '1.05\r\n']
['SMGGISVLA', '1.05\r\n']
['AFAAILMAG', '1.05\r\n']
['GVYANLHNA', '1.05\r\n']
['NFLGGLIKL', '1.05\r\n']
['TIIESVNAI', '1.05\r\n']
['LHGASAIPD', '1.05\r\n']
['SSGIGVKPI', '1.05\r\n']
['IALASGRIS', '1.05\r\n']
['DRSALYTAL', '1.05\r\n']
['HKNAISLVN', '1.05\r\n']
['VLGGAMGII', '1.05\r\n']
['GNISVGYIP', '1.05\r\n']
['KAMAVVGQT', '1.05\r\n']
['FFMGILQAF', '1.05\r\n']
['GKSLGVDLS', '1.05\r\n']
['PKGALISLE', '1.05\r\n']
['SNQYTALLS', '1.05\r\n']
['GMIASLGIL', '1.05\r\n']
['MARLGVSIS', '1.05\r\n']
['DAQTGLYLA', '1.05\r\n']
['FSQSPITFH', '1.05\r\n']
['LIGTKIADL', '1.05\r\n']
['QTGSVVGEI', '1.05\r\n']
['YIGLAGSIT', '1.05\r\n']
['VFSAELGST', '1.05\r\n']
['TFFITIGLS', '1.049\r\n']
['VSAEGVEIG', '1.049\r\n']
['MLEEIGGVV', '1.049\r\n']
['ANNIVIGLS', '1.049\r\n']
['YSIETVGFS', '1.049\r\n']
['ERVAIVGES', '1.049\r\n']
['VESGIDFIA', '1.049\r\n']
['PVSIAIGGD', '1.049\r\n']
['FAPLFGFEA', '1.049\r\n']
['PKFILWAKA', '1.049\r\n']
['LLMIAFGGA', '1.049\r\n']
['DNSIIAHLA', '1.049\r\n']
['INWGFGLVI', '1.049\r\n']
['PFSEFALID', '1.049\r\n']
['VSLEEVGNA', '1.049\r\n']
['GIFFITTSL', '1.049\r\n']
['SLGLFGGIA', '1.049\r\n']
['SLGLFGGIA', '1.049\r\n']
['AGGLGIFLS', '1.049\r\n']
['SLGAFGGVQ', '1.049\r\n']
['SFETIIQGV', '1.049\r\n']
['SDWVLIPTT', '1.049\r\n']
['IGGGIVGLS', '1.049\r\n']
['SQEIAAYLG', '1.049\r\n']
['FIHHLATWG', '1.049\r\n']
['NVGGGAVIA', '1.049\r\n']
['ALGGFATYI', '1.049\r\n']
['GLAGIPPFS', '1.049\r\n']
['ELGGLYIIG', '1.049\r\n']
['EFVGIVPDN', '1.049\r\n']
['IYSAFIYNG', '1.049\r\n']
['FRFFNTAYV', '1.049\r\n']
['FSLFLGELN', '1.049\r\n']
['ISALTAIAN', '1.049\r\n']
['IKNGVILTS', '1.049\r\n']
['AEGVEIGSV', '1.049\r\n']
['HTIVGAGAS', '1.049\r\n']
['LHTICGEPM', '1.049\r\n']
['RFYYGIGGV', '1.049\r\n']
['TNILYAITA', '1.049\r\n']
['PLKGEAAFL', '1.049\r\n']
['IVAGRVARN', '1.049\r\n']
['ASLGFANAL', '1.049\r\n']
['YQAIHNALE', '1.049\r\n']
['VGAGQIIAD', '1.049\r\n']
['TQKAIATVS', '1.049\r\n']
['DLYPFAAHN', '1.049\r\n']
['AKGLEVAGI', '1.049\r\n']
['GNGYFVGYL', '1.049\r\n']
['NKQGVVAID', '1.049\r\n']
['VFVNDAFGT', '1.049\r\n']
['YQTGFYAPH', '1.049\r\n']
['ERLALAFAK', '1.049\r\n']
['IDPALAFGS', '1.049\r\n']
['YQIGEAVQK', '1.049\r\n']
['IMPNIVYAD', '1.049\r\n']
['GQHGVATAI', '1.049\r\n']
['SGDLAAILT', '1.049\r\n']
['LGLGEALGI', '1.049\r\n']
['GEILLIGYG', '1.049\r\n']
['IAFIAAGMI', '1.049\r\n']
['FTHFLANAF', '1.049\r\n']
['SNILLIGPT', '1.049\r\n']
['MLYAVANEA', '1.049\r\n']
['FFIHAPTRF', '1.049\r\n']
['GRKVIVTPG', '1.049\r\n']
['LKPELVANG', '1.049\r\n']
['FEGYIPALK', '1.049\r\n']
['ASAFRVGSA', '1.049\r\n']
['LKQGVGELS', '1.049\r\n']
['ERVGIIKAY', '1.049\r\n']
['LKGALNEVP', '1.049\r\n']
['IGLALGEPP', '1.049\r\n']
['QQQALINAF', '1.049\r\n']
['AAMALERAV', '1.049\r\n']
['SHNSIIIQA', '1.049\r\n']
['GLFGGIQLA', '1.049\r\n']
['GLFGGIQLA', '1.049\r\n']
['MLVGPTGVG', '1.049\r\n']
['ALGEFLAKA', '1.049\r\n']
['VFSAEAFSG', '1.049\r\n']
['MGYGFVASI', '1.049\r\n']
['KNPRGVACA', '1.049\r\n']
['IAPGGVNVR', '1.049\r\n']
['TAHTPCFRS', '1.049\r\n']
['QKNANILCA', '1.049\r\n']
['SNSLIALTS', '1.049\r\n']
['HHGGGTGCC', '1.049\r\n']
['YYFGLGNGV', '1.049\r\n']
['FSKLRGGIV', '1.049\r\n']
['DRSAFYLGL', '1.049\r\n']
['RVLGTLGGI', '1.049\r\n']
['NKEVLLAGA', '1.049\r\n']
['IKTNAVLAT', '1.049\r\n']
['FAFEKFAGV', '1.049\r\n']
['TRILHANPL', '1.049\r\n']
['YSGAFTSAL', '1.049\r\n']
['YSGAFTSAL', '1.049\r\n']
['KVGFDYASA', '1.049\r\n']
['KYLGPAYAG', '1.049\r\n']
['IDFIYAYKD', '1.049\r\n']
['DSAASIGVS', '1.049\r\n']
['FKKAFISYS', '1.049\r\n']
['FDLQGIAPA', '1.049\r\n']
['KHQIESALA', '1.049\r\n']
['GVDILAPSN', '1.049\r\n']
['LSAGRVQTP', '1.049\r\n']
['LNQANIVSS', '1.049\r\n']
['IIAEAIQKA', '1.049\r\n']
['LLGGNVFKS', '1.049\r\n']
['SVVDPANPM', '1.049\r\n']
['LKASDVIRT', '1.049\r\n']
['YFANGISAL', '1.049\r\n']
['LTYLNAGNV', '1.049\r\n']
['YQAALSFEK', '1.049\r\n']
['LENALNYAL', '1.049\r\n']
['NTLLNAHLA', '1.049\r\n']
['IGDGLVGQI', '1.049\r\n']
['FENFGVKVA', '1.049\r\n']
['ICWSTAGGL', '1.049\r\n']
['QWFVKPEIA', '1.049\r\n']
['LFGGFSNAC', '1.049\r\n']
['TKMPLVTAH', '1.049\r\n']
['SQSALNDVA', '1.049\r\n']
['ADPSAINAV', '1.049\r\n']
['ADPSAINAV', '1.049\r\n']
['SKRGVLSFS', '1.049\r\n']
['AYNAVTPSS', '1.049\r\n']
['YFTMVAVEN', '1.049\r\n']
['GANPLGGCL', '1.049\r\n']
['IKGGIAIEV', '1.048\r\n']
['IKGGIAIEV', '1.048\r\n']
['IKAGIGIEV', '1.048\r\n']
['IKAGIGIEV', '1.048\r\n']
['SMLYIAWAS', '1.048\r\n']
['YITIDIAHG', '1.048\r\n']
['VGDGIIGGV', '1.048\r\n']
['ALGIFGGVG', '1.048\r\n']
['KYFPIIATT', '1.048\r\n']
['GVEGEFGVL', '1.048\r\n']
['VQGIGIPTS', '1.048\r\n']
['NALWLAGVG', '1.048\r\n']
['TSIAIADAI', '1.048\r\n']
['TYGGIVNII', '1.048\r\n']
['IGRTVGWCA', '1.048\r\n']
['NLGITPGIV', '1.048\r\n']
['ILGAAITRF', '1.048\r\n']
['YGAPFIVND', '1.048\r\n']
['GSSAFIIQA', '1.048\r\n']
['LGITFGPAI', '1.048\r\n']
['PVTTIAGLM', '1.048\r\n']
['ISYHAIDTS', '1.048\r\n']
['KHYEVATGI', '1.048\r\n']
['IRDNIVAAH', '1.048\r\n']
['NHFIYGGLI', '1.048\r\n']
['HKHGFLNII', '1.048\r\n']
['QMIECVGEA', '1.048\r\n']
['YFYAIFQRM', '1.048\r\n']
['LFGGFALAG', '1.048\r\n']
['LFGGFALAG', '1.048\r\n']
['IRPRFGLVR', '1.048\r\n']
['SHFYGINGV', '1.048\r\n']
['ATHHFNAAL', '1.048\r\n']
['GIGAFLGVG', '1.048\r\n']
['GAFLGVGIG', '1.048\r\n']
['GAFFDAYPY', '1.048\r\n']
['LLGGIGGCG', '1.048\r\n']
['PNGAEVYGV', '1.048\r\n']
['QDGARTAVV', '1.048\r\n']
['LDMHTIGAV', '1.048\r\n']
['FNLQRIIGL', '1.048\r\n']
['SGYTPVFAG', '1.048\r\n']
['TKTLGIALF', '1.048\r\n']
['THHFNAALP', '1.048\r\n']
['ADVYGINTL', '1.048\r\n']
['NKAAVVGAW', '1.048\r\n']
['SALGEGGLV', '1.048\r\n']
['QAFIIPSRS', '1.048\r\n']
['VGAFFGGKL', '1.048\r\n']
['VRRLREALS', '1.048\r\n']
['PIPAGIEMV', '1.048\r\n']
['SDFAEVEKV', '1.048\r\n']
['SSSFNIPLA', '1.048\r\n']
['AKVSEGIIS', '1.048\r\n']
['SLCGEINQF', '1.048\r\n']
['KAKARAHIL', '1.048\r\n']
['FGLNLIATA', '1.048\r\n']
['FVKGDAIAS', '1.048\r\n']
['LKTFISAGI', '1.048\r\n']
['GRSVVGGFA', '1.048\r\n']
['VFNARGRLL', '1.048\r\n']
['LRFGHGHLS', '1.048\r\n']
['TYRDHGGVV', '1.048\r\n']
['AYFDALRTI', '1.048\r\n']
['GNPVAVDGI', '1.048\r\n']
['AEPLIIAKT', '1.048\r\n']
['NFVLGANIA', '1.048\r\n']
['SFRFIAKAI', '1.048\r\n']
['IKACGTAIG', '1.048\r\n']
['EKRAVLHTA', '1.048\r\n']
['SNTLAAAVT', '1.048\r\n']
['TNPTHYAVA', '1.048\r\n']
['IKEGTLALI', '1.048\r\n']
['LLDSFGIGA', '1.048\r\n']
['SFFGHYYGA', '1.048\r\n']
['DKAFFSALA', '1.048\r\n']
['SGSILLATT', '1.048\r\n']
['SGSILLATT', '1.048\r\n']
['NGEVPIQAL', '1.048\r\n']
['VKAHEGSIA', '1.048\r\n']
['WRLGGYGVL', '1.048\r\n']
['IKQLTGAEV', '1.048\r\n']
['GFGVGANLL', '1.048\r\n']
['YTKAGAFCK', '1.048\r\n']
['AYYGIIKYN', '1.048\r\n']
['INKVNGAFV', '1.048\r\n']
['NYIELVQAN', '1.048\r\n']
['YNTAQAVIT', '1.048\r\n']
['SSFGYGNLV', '1.048\r\n']
['NALTVGQIS', '1.048\r\n']
['TTSYTAPIL', '1.048\r\n']
['FSFLTPFQT', '1.048\r\n']
['CGVHFMGES', '1.048\r\n']
['AMAEVDAKV', '1.048\r\n']
['DRYARLACD', '1.048\r\n']
['DANVLGNVA', '1.048\r\n']
['IANAQEAVA', '1.048\r\n']
['LFFGPPGLG', '1.048\r\n']
['ALGAFYAKK', '1.048\r\n']
['PKSFNISVS', '1.048\r\n']
['AFLNLGGVD', '1.048\r\n']
['FSAAVIMPN', '1.048\r\n']
['ENNALVYYS', '1.048\r\n']
['KNALDVGCG', '1.048\r\n']
['MIIGGPPCQ', '1.048\r\n']
['NKHFSVGVG', '1.048\r\n']
['MIKTTALVS', '1.048\r\n']
['GIYFYSGFS', '1.048\r\n']
['GLFAQTAHA', '1.048\r\n']
['YDMFSIALS', '1.048\r\n']
['KVVGFGSNH', '1.048\r\n']
['FISRLPNIP', '1.048\r\n']
['FIITKIGAH', '1.048\r\n']
['YRLFISHQN', '1.048\r\n']
['HNGGSAFVL', '1.048\r\n']
['AHTLYISEK', '1.048\r\n']
['QGYIHAKAP', '1.048\r\n']
['GFLAFTSLW', '1.048\r\n']
['GFARLVRSS', '1.048\r\n']
['GNYVVADST', '1.048\r\n']
['LIGAIESSP', '1.048\r\n']
['FRGIKGVRV', '1.048\r\n']
['SSFNQAYII', '1.048\r\n']
['VYFFKGGGI', '1.048\r\n']
['LKSNQAEIV', '1.048\r\n']
['LKSNQAEIV', '1.048\r\n']
['DILERAKAV', '1.048\r\n']
['LNATQALEL', '1.048\r\n']
['NLIVNTGKV', '1.048\r\n']
['LMTFLSAGI', '1.048\r\n']
['ATVQGADRV', '1.048\r\n']
['ARIITGSSV', '1.048\r\n']
['EYYFSDAYA', '1.048\r\n']
['ILMIGSTGV', '1.048\r\n']
['FLAHKIADT', '1.048\r\n']
['FGSFKIGYL', '1.048\r\n']
['VKQSFGRGV', '1.048\r\n']
['LTIGIVSMG', '1.048\r\n']
['YIGGDSFLI', '1.048\r\n']
['FTDWIIGHV', '1.047\r\n']
['AFFFIGFAT', '1.047\r\n']
['YNRAIEIVS', '1.047\r\n']
['FRLDIIIGS', '1.047\r\n']
['TDLRIAFIA', '1.047\r\n']
['TMPFIAAIH', '1.047\r\n']
['NIAGIIELI', '1.047\r\n']
['IHFIGIGGI', '1.047\r\n']
['INFFIAGAY', '1.047\r\n']
['TLGEFVAEI', '1.047\r\n']
['YKIETVRIS', '1.047\r\n']
['ISAGIFYEA', '1.047\r\n']
['LFGGIPFIG', '1.047\r\n']
['GVGTIITYS', '1.047\r\n']
['FLPAFIGAN', '1.047\r\n']
['FIAARIFYN', '1.047\r\n']
['KMMAFIAFV', '1.047\r\n']
['LAGEILAEA', '1.047\r\n']
['FTGTEVIGV', '1.047\r\n']
['LGFGIARVD', '1.047\r\n']
['AVRITAEPA', '1.047\r\n']
['MQRGVAEIV', '1.047\r\n']
['TTRIVAGVG', '1.047\r\n']
['AVMAIFGAT', '1.047\r\n']
['SNVIVGAGT', '1.047\r\n']
['PNLEIPGVS', '1.047\r\n']
['EVYGINAIS', '1.047\r\n']
['FGSIFAYRH', '1.047\r\n']
['GKNHIVTTV', '1.047\r\n']
['MLAGFVTGI', '1.047\r\n']
['SVSFIGNRL', '1.047\r\n']
['QEIAILDAS', '1.047\r\n']
['AGEGLIVTA', '1.047\r\n']
['ENVGPVEIF', '1.047\r\n']
['DEGIGVHLA', '1.047\r\n']
['PLGFIPESA', '1.047\r\n']
['YAFETALRY', '1.047\r\n']
['LHAIVNNEA', '1.047\r\n']
['YAHHPTEIS', '1.047\r\n']
['DVILGAFRG', '1.047\r\n']
['GSAILVNEA', '1.047\r\n']
['NSAAFTGLV', '1.047\r\n']
['PAFFNARLI', '1.047\r\n']
['ILMVEGGIP', '1.047\r\n']
['MRPAFVFQS', '1.047\r\n']
['LAKIRARAI', '1.047\r\n']
['FTGIVPRPS', '1.047\r\n']
['VTYDFARLM', '1.047\r\n']
['PEIGVVGAN', '1.047\r\n']
['FIGIIPSIN', '1.047\r\n']
['SVWTAPARY', '1.047\r\n']
['NNIVGADVI', '1.047\r\n']
['KYFSAIEIS', '1.047\r\n']
['TTILEAYAA', '1.047\r\n']
['FNHGFYALS', '1.047\r\n']
['FIGDFGLYA', '1.047\r\n']
['SDFVRPGHI', '1.047\r\n']
['HASVHAEAN', '1.047\r\n']
['FAFANAGVS', '1.047\r\n']
['LKETLAPFS', '1.047\r\n']
['FSPLFANAQ', '1.047\r\n']
['LGSFNAVTA', '1.047\r\n']
['ITHALENAL', '1.047\r\n']
['MTACIAGLG', '1.047\r\n']
['YKGRYIGQV', '1.047\r\n']
['YAYTGARLA', '1.047\r\n']
['VQIGLADTT', '1.047\r\n']
['GYCNRYFAS', '1.047\r\n']
['YCGARLTHN', '1.047\r\n']
['CAFRYPRGS', '1.047\r\n']
['QNGSLIWPV', '1.047\r\n']
['YNVHNGRVF', '1.047\r\n']
['STSIFAHKI', '1.047\r\n']
['FYNAPVTTA', '1.047\r\n']
['EKGAQIVAF', '1.047\r\n']
['FRSVGLINS', '1.047\r\n']
['VSAHQITTG', '1.047\r\n']
['KKHIGAYMV', '1.047\r\n']
['DLICDAGRA', '1.047\r\n']
['KIGGHAYLS', '1.047\r\n']
['FDGGGVIKV', '1.047\r\n']
['GEIGIVSLG', '1.047\r\n']
['GWEGVGLCS', '1.047\r\n']
['QIVAQNEIS', '1.047\r\n']
['SNIGRPCVG', '1.047\r\n']
['GSGFLVSIN', '1.047\r\n']
['LLDTFGGKV', '1.047\r\n']
['IVDGVFGKG', '1.047\r\n']
['VFGANALTS', '1.047\r\n']
['VVTAPTNGA', '1.047\r\n']
['FAVATPIMG', '1.047\r\n']
['YGQPIPDYA', '1.047\r\n']
['KLFTVATMA', '1.047\r\n']
['VRSIAASFN', '1.047\r\n']
['NTTLLVAGS', '1.047\r\n']
['QKNGGVCAF', '1.047\r\n']
['MKDLPVGVE', '1.047\r\n']
['GDTVIASLT', '1.047\r\n']
['CKYTEAKIS', '1.047\r\n']
['IILGELRSS', '1.047\r\n']
['TEYFKIALS', '1.047\r\n']
['LWGLLGRLT', '1.047\r\n']
['YFALEDGSL', '1.047\r\n']
['YITGETLKV', '1.047\r\n']
['IAKAGLGAI', '1.047\r\n']
['TNVQGLFAA', '1.047\r\n']
['DVTGSITLP', '1.047\r\n']
['FHRAPLFSG', '1.047\r\n']
['LLFTNAGMV', '1.047\r\n']
['RFLAPSEIA', '1.047\r\n']
['INDELAKIV', '1.047\r\n']
['ANLIYNAKL', '1.047\r\n']
['IGLETASLP', '1.047\r\n']
['NVGQFPAPF', '1.047\r\n']
['LVANEVSGM', '1.047\r\n']
['KYNRKIAVI', '1.047\r\n']
['PLKAFGAKI', '1.047\r\n']
['GHFLSDIAS', '1.047\r\n']
['AEFESVFSA', '1.047\r\n']
['FSSHLDALN', '1.047\r\n']
['GYLGLGGQL', '1.047\r\n']
['GKTILPSVE', '1.047\r\n']
['DIKACGTAI', '1.047\r\n']
['IMGAFIFIS', '1.046\r\n']
['VKGWEITCS', '1.046\r\n']
['VSYAWAGFG', '1.046\r\n']
['SVGFFGGIA', '1.046\r\n']
['EVGIVIGGG', '1.046\r\n']
['FSVIRGFGA', '1.046\r\n']
['SFGIFGGVA', '1.046\r\n']
['TADGLIWLI', '1.046\r\n']
['TNIGFIPVQ', '1.046\r\n']
['VPDGFAITS', '1.046\r\n']
['SDFILFGAS', '1.046\r\n']
['RLIVGGFEA', '1.046\r\n']
['SFGVFGGIA', '1.046\r\n']
['LSYEYAIET', '1.046\r\n']
['FSGAFFALG', '1.046\r\n']
['FRGDIVDIY', '1.046\r\n']
['ILGLRVWGD', '1.046\r\n']
['YDANITFVS', '1.046\r\n']
['FLWGILGRY', '1.046\r\n']
['TLLINAFTS', '1.046\r\n']
['GGNIEVLGV', '1.046\r\n']
['AFPVRIAGE', '1.046\r\n']
['TTLELIGAI', '1.046\r\n']
['TKALEAFGV', '1.046\r\n']
['FIWWISPLT', '1.046\r\n']
['FIWWISPLT', '1.046\r\n']
['ASAELVEGA', '1.046\r\n']
['EDILGIVGS', '1.046\r\n']
['DLSEIVANA', '1.046\r\n']
['MHIVVGENA', '1.046\r\n']
['LPGIGAYTA', '1.046\r\n']
['FYKFGLEIS', '1.046\r\n']
['YENYEIPVS', '1.046\r\n']
['IKSGFTHFL', '1.046\r\n']
['SRLIYGARI', '1.046\r\n']
['SLFADIFMA', '1.046\r\n']
['ARSAGIYIP', '1.046\r\n']
['WEYGLEAFV', '1.046\r\n']
['PAIVDGELT', '1.046\r\n']
